item_id,item_code,item_category,standard_cost,lead_time_days
297,ITEM_000297,Gas,543.5,34
298,ITEM_000298,Equipment,549.0,35
299,ITEM_000299,Packaging,554.5,36
300,ITEM_000300,Wafer,10.0,7
301,ITEM_000301,Chemical,15.5,8
302,ITEM_000302,Gas,21.0,9
303,ITEM_000303,Equipment,26.5,10
304,ITEM_000304,Packaging,32.0,11
305,ITEM_000305,Wafer,37.5,12
306,ITEM_000306,Chemical,43.0,13
307,ITEM_000307,Gas,48.5,14
308,ITEM_000308,Equipment,54.0,15
309,ITEM_000309,Packaging,59.5,16
310,ITEM_000310,Wafer,65.0,17
311,ITEM_000311,Chemical,70.5,18
312,ITEM_000312,Gas,76.0,19
313,ITEM_000313,Equipment,81.5,20
314,ITEM_000314,Packaging,87.0,21
315,ITEM_000315,Wafer,92.5,22
316,ITEM_000316,Chemical,98.0,23
317,ITEM_000317,Gas,103.5,24
318,ITEM_000318,Equipment,109.0,25
319,ITEM_000319,Packaging,114.5,26
320,ITEM_000320,Wafer,120.0,27
321,ITEM_000321,Chemical,125.5,28
322,ITEM_000322,Gas,131.0,29
323,ITEM_000323,Equipment,136.5,30
324,ITEM_000324,Packaging,142.0,31
325,ITEM_000325,Wafer,147.5,32
326,ITEM_000326,Chemical,153.0,33
327,ITEM_000327,Gas,158.5,34
328,ITEM_000328,Equipment,164.0,35
329,ITEM_000329,Packaging,169.5,36
330,ITEM_000330,Wafer,175.0,7
331,ITEM_000331,Chemical,180.5,8
332,ITEM_000332,Gas,186.0,9
333,ITEM_000333,Equipment,191.5,10
334,ITEM_000334,Packaging,197.0,11
335,ITEM_000335,Wafer,202.5,12
336,ITEM_000336,Chemical,208.0,13
337,ITEM_000337,Gas,213.5,14
338,ITEM_000338,Equipment,219.0,15
339,ITEM_000339,Packaging,224.5,16
340,ITEM_000340,Wafer,230.0,17
341,ITEM_000341,Chemical,235.5,18
342,ITEM_000342,Gas,241.0,19
343,ITEM_000343,Equipment,246.5,20
344,ITEM_000344,Packaging,252.0,21
345,ITEM_000345,Wafer,257.5,22
346,ITEM_000346,Chemical,263.0,23
347,ITEM_000347,Gas,268.5,24
348,ITEM_000348,Equipment,274.0,25
349,ITEM_000349,Packaging,279.5,26
350,ITEM_000350,Wafer,285.0,27
351,ITEM_000351,Chemical,290.5,28
352,ITEM_000352,Gas,296.0,29
353,ITEM_000353,Equipment,301.5,30
354,ITEM_000354,Packaging,307.0,31
355,ITEM_000355,Wafer,312.5,32
356,ITEM_000356,Chemical,318.0,33
357,ITEM_000357,Gas,323.5,34
358,ITEM_000358,Equipment,329.0,35
359,ITEM_000359,Packaging,334.5,36
360,ITEM_000360,Wafer,340.0,7
361,ITEM_000361,Chemical,345.5,8
362,ITEM_000362,Gas,351.0,9
363,ITEM_000363,Equipment,356.5,10
364,ITEM_000364,Packaging,362.0,11
365,ITEM_000365,Wafer,367.5,12
366,ITEM_000366,Chemical,373.0,13
367,ITEM_000367,Gas,378.5,14
368,ITEM_000368,Equipment,384.0,15
369,ITEM_000369,Packaging,389.5,16
370,ITEM_000370,Wafer,395.0,17
371,ITEM_000371,Chemical,400.5,18
372,ITEM_000372,Gas,406.0,19
373,ITEM_000373,Equipment,411.5,20
374,ITEM_000374,Packaging,417.0,21
375,ITEM_000375,Wafer,422.5,22
376,ITEM_000376,Chemical,428.0,23
377,ITEM_000377,Gas,433.5,24
378,ITEM_000378,Equipment,439.0,25
379,ITEM_000379,Packaging,444.5,26
380,ITEM_000380,Wafer,450.0,27
381,ITEM_000381,Chemical,455.5,28
382,ITEM_000382,Gas,461.0,29
383,ITEM_000383,Equipment,466.5,30
384,ITEM_000384,Packaging,472.0,31
385,ITEM_000385,Wafer,477.5,32
386,ITEM_000386,Chemical,483.0,33
387,ITEM_000387,Gas,488.5,34
388,ITEM_000388,Equipment,494.0,35
389,ITEM_000389,Packaging,499.5,36
390,ITEM_000390,Wafer,505.0,7
391,ITEM_000391,Chemical,510.5,8
392,ITEM_000392,Gas,516.0,9
393,ITEM_000393,Equipment,521.5,10
394,ITEM_000394,Packaging,527.0,11
395,ITEM_000395,Wafer,532.5,12
396,ITEM_000396,Chemical,538.0,13
397,ITEM_000397,Gas,543.5,14
398,ITEM_000398,Equipment,549.0,15
399,ITEM_000399,Packaging,554.5,16
400,ITEM_000400,Wafer,10.0,17
401,ITEM_000401,Chemical,15.5,18
402,ITEM_000402,Gas,21.0,19
403,ITEM_000403,Equipment,26.5,20
404,ITEM_000404,Packaging,32.0,21
405,ITEM_000405,Wafer,37.5,22
406,ITEM_000406,Chemical,43.0,23
407,ITEM_000407,Gas,48.5,24
408,ITEM_000408,Equipment,54.0,25
409,ITEM_000409,Packaging,59.5,26
410,ITEM_000410,Wafer,65.0,27
411,ITEM_000411,Chemical,70.5,28
412,ITEM_000412,Gas,76.0,29
413,ITEM_000413,Equipment,81.5,30
414,ITEM_000414,Packaging,87.0,31
415,ITEM_000415,Wafer,92.5,32
416,ITEM_000416,Chemical,98.0,33
417,ITEM_000417,Gas,103.5,34
418,ITEM_000418,Equipment,109.0,35
419,ITEM_000419,Packaging,114.5,36
420,ITEM_000420,Wafer,120.0,7
421,ITEM_000421,Chemical,125.5,8
422,ITEM_000422,Gas,131.0,9
423,ITEM_000423,Equipment,136.5,10
424,ITEM_000424,Packaging,142.0,11
425,ITEM_000425,Wafer,147.5,12
426,ITEM_000426,Chemical,153.0,13
427,ITEM_000427,Gas,158.5,14
428,ITEM_000428,Equipment,164.0,15
429,ITEM_000429,Packaging,169.5,16
430,ITEM_000430,Wafer,175.0,17
431,ITEM_000431,Chemical,180.5,18
432,ITEM_000432,Gas,186.0,19
433,ITEM_000433,Equipment,191.5,20
434,ITEM_000434,Packaging,197.0,21
435,ITEM_000435,Wafer,202.5,22
436,ITEM_000436,Chemical,208.0,23
437,ITEM_000437,Gas,213.5,24
438,ITEM_000438,Equipment,219.0,25
439,ITEM_000439,Packaging,224.5,26
440,ITEM_000440,Wafer,230.0,27
441,ITEM_000441,Chemical,235.5,28
442,ITEM_000442,Gas,241.0,29
443,ITEM_000443,Equipment,246.5,30
444,ITEM_000444,Packaging,252.0,31
445,ITEM_000445,Wafer,257.5,32
446,ITEM_000446,Chemical,263.0,33
447,ITEM_000447,Gas,268.5,34
448,ITEM_000448,Equipment,274.0,35
449,ITEM_000449,Packaging,279.5,36
450,ITEM_000450,Wafer,285.0,7
451,ITEM_000451,Chemical,290.5,8
452,ITEM_000452,Gas,296.0,9
453,ITEM_000453,Equipment,301.5,10
454,ITEM_000454,Packaging,307.0,11
455,ITEM_000455,Wafer,312.5,12
456,ITEM_000456,Chemical,318.0,13
457,ITEM_000457,Gas,323.5,14
458,ITEM_000458,Equipment,329.0,15
459,ITEM_000459,Packaging,334.5,16
460,ITEM_000460,Wafer,340.0,17
461,ITEM_000461,Chemical,345.5,18
462,ITEM_000462,Gas,351.0,19
463,ITEM_000463,Equipment,356.5,20
464,ITEM_000464,Packaging,362.0,21
465,ITEM_000465,Wafer,367.5,22
466,ITEM_000466,Chemical,373.0,23
467,ITEM_000467,Gas,378.5,24
468,ITEM_000468,Equipment,384.0,25
469,ITEM_000469,Packaging,389.5,26
470,ITEM_000470,Wafer,395.0,27
471,ITEM_000471,Chemical,400.5,28
472,ITEM_000472,Gas,406.0,29
473,ITEM_000473,Equipment,411.5,30
474,ITEM_000474,Packaging,417.0,31
475,ITEM_000475,Wafer,422.5,32
476,ITEM_000476,Chemical,428.0,33
477,ITEM_000477,Gas,433.5,34
478,ITEM_000478,Equipment,439.0,35
479,ITEM_000479,Packaging,444.5,36
480,ITEM_000480,Wafer,450.0,7
481,ITEM_000481,Chemical,455.5,8
482,ITEM_000482,Gas,461.0,9
483,ITEM_000483,Equipment,466.5,10
484,ITEM_000484,Packaging,472.0,11
485,ITEM_000485,Wafer,477.5,12
486,ITEM_000486,Chemical,483.0,13
487,ITEM_000487,Gas,488.5,14
488,ITEM_000488,Equipment,494.0,15
489,ITEM_000489,Packaging,499.5,16
490,ITEM_000490,Wafer,505.0,17
491,ITEM_000491,Chemical,510.5,18
492,ITEM_000492,Gas,516.0,19
493,ITEM_000493,Equipment,521.5,20
494,ITEM_000494,Packaging,527.0,21
495,ITEM_000495,Wafer,532.5,22
496,ITEM_000496,Chemical,538.0,23
497,ITEM_000497,Gas,543.5,24
498,ITEM_000498,Equipment,549.0,25
499,ITEM_000499,Packaging,554.5,26
500,ITEM_000500,Wafer,10.0,27
501,ITEM_000501,Chemical,15.5,28
502,ITEM_000502,Gas,21.0,29
503,ITEM_000503,Equipment,26.5,30
504,ITEM_000504,Packaging,32.0,31
505,ITEM_000505,Wafer,37.5,32
506,ITEM_000506,Chemical,43.0,33
507,ITEM_000507,Gas,48.5,34
508,ITEM_000508,Equipment,54.0,35
509,ITEM_000509,Packaging,59.5,36
510,ITEM_000510,Wafer,65.0,7
511,ITEM_000511,Chemical,70.5,8
512,ITEM_000512,Gas,76.0,9
513,ITEM_000513,Equipment,81.5,10
514,ITEM_000514,Packaging,87.0,11
515,ITEM_000515,Wafer,92.5,12
516,ITEM_000516,Chemical,98.0,13
517,ITEM_000517,Gas,103.5,14
518,ITEM_000518,Equipment,109.0,15
519,ITEM_000519,Packaging,114.5,16
520,ITEM_000520,Wafer,120.0,17
521,ITEM_000521,Chemical,125.5,18
522,ITEM_000522,Gas,131.0,19
523,ITEM_000523,Equipment,136.5,20
524,ITEM_000524,Packaging,142.0,21
525,ITEM_000525,Wafer,147.5,22
526,ITEM_000526,Chemical,153.0,23
527,ITEM_000527,Gas,158.5,24
528,ITEM_000528,Equipment,164.0,25
529,ITEM_000529,Packaging,169.5,26
530,ITEM_000530,Wafer,175.0,27
531,ITEM_000531,Chemical,180.5,28
532,ITEM_000532,Gas,186.0,29
533,ITEM_000533,Equipment,191.5,30
534,ITEM_000534,Packaging,197.0,31
535,ITEM_000535,Wafer,202.5,32
536,ITEM_000536,Chemical,208.0,33
537,ITEM_000537,Gas,213.5,34
538,ITEM_000538,Equipment,219.0,35
539,ITEM_000539,Packaging,224.5,36
540,ITEM_000540,Wafer,230.0,7
541,ITEM_000541,Chemical,235.5,8
542,ITEM_000542,Gas,241.0,9
543,ITEM_000543,Equipment,246.5,10
544,ITEM_000544,Packaging,252.0,11
545,ITEM_000545,Wafer,257.5,12
546,ITEM_000546,Chemical,263.0,13
547,ITEM_000547,Gas,268.5,14
548,ITEM_000548,Equipment,274.0,15
549,ITEM_000549,Packaging,279.5,16
550,ITEM_000550,Wafer,285.0,17
551,ITEM_000551,Chemical,290.5,18
552,ITEM_000552,Gas,296.0,19
553,ITEM_000553,Equipment,301.5,20
554,ITEM_000554,Packaging,307.0,21
555,ITEM_000555,Wafer,312.5,22
556,ITEM_000556,Chemical,318.0,23
557,ITEM_000557,Gas,323.5,24
558,ITEM_000558,Equipment,329.0,25
559,ITEM_000559,Packaging,334.5,26
560,ITEM_000560,Wafer,340.0,27
561,ITEM_000561,Chemical,345.5,28
562,ITEM_000562,Gas,351.0,29
563,ITEM_000563,Equipment,356.5,30
564,ITEM_000564,Packaging,362.0,31
565,ITEM_000565,Wafer,367.5,32
566,ITEM_000566,Chemical,373.0,33
567,ITEM_000567,Gas,378.5,34
568,ITEM_000568,Equipment,384.0,35
569,ITEM_000569,Packaging,389.5,36
570,ITEM_000570,Wafer,395.0,7
571,ITEM_000571,Chemical,400.5,8
572,ITEM_000572,Gas,406.0,9
573,ITEM_000573,Equipment,411.5,10
574,ITEM_000574,Packaging,417.0,11
575,ITEM_000575,Wafer,422.5,12
576,ITEM_000576,Chemical,428.0,13
577,ITEM_000577,Gas,433.5,14
578,ITEM_000578,Equipment,439.0,15
579,ITEM_000579,Packaging,444.5,16
580,ITEM_000580,Wafer,450.0,17
581,ITEM_000581,Chemical,455.5,18
582,ITEM_000582,Gas,461.0,19
583,ITEM_000583,Equipment,466.5,20
584,ITEM_000584,Packaging,472.0,21
585,ITEM_000585,Wafer,477.5,22
586,ITEM_000586,Chemical,483.0,23
587,ITEM_000587,Gas,488.5,24
588,ITEM_000588,Equipment,494.0,25
589,ITEM_000589,Packaging,499.5,26
590,ITEM_000590,Wafer,505.0,27
591,ITEM_000591,Chemical,510.5,28
592,ITEM_000592,Gas,516.0,29
593,ITEM_000593,Equipment,521.5,30
594,ITEM_000594,Packaging,527.0,31
595,ITEM_000595,Wafer,532.5,32
596,ITEM_000596,Chemical,538.0,33
597,ITEM_000597,Gas,543.5,34
598,ITEM_000598,Equipment,549.0,35
599,ITEM_000599,Packaging,554.5,36
600,ITEM_000600,Wafer,10.0,7
601,ITEM_000601,Chemical,15.5,8
602,ITEM_000602,Gas,21.0,9
603,ITEM_000603,Equipment,26.5,10
604,ITEM_000604,Packaging,32.0,11
605,ITEM_000605,Wafer,37.5,12
606,ITEM_000606,Chemical,43.0,13
607,ITEM_000607,Gas,48.5,14
608,ITEM_000608,Equipment,54.0,15
609,ITEM_000609,Packaging,59.5,16
610,ITEM_000610,Wafer,65.0,17
611,ITEM_000611,Chemical,70.5,18
612,ITEM_000612,Gas,76.0,19
613,ITEM_000613,Equipment,81.5,20
614,ITEM_000614,Packaging,87.0,21
615,ITEM_000615,Wafer,92.5,22
616,ITEM_000616,Chemical,98.0,23
617,ITEM_000617,Gas,103.5,24
618,ITEM_000618,Equipment,109.0,25
619,ITEM_000619,Packaging,114.5,26
620,ITEM_000620,Wafer,120.0,27
621,ITEM_000621,Chemical,125.5,28
622,ITEM_000622,Gas,131.0,29
623,ITEM_000623,Equipment,136.5,30
624,ITEM_000624,Packaging,142.0,31
625,ITEM_000625,Wafer,147.5,32
626,ITEM_000626,Chemical,153.0,33
627,ITEM_000627,Gas,158.5,34
628,ITEM_000628,Equipment,164.0,35
629,ITEM_000629,Packaging,169.5,36
630,ITEM_000630,Wafer,175.0,7
631,ITEM_000631,Chemical,180.5,8
632,ITEM_000632,Gas,186.0,9
633,ITEM_000633,Equipment,191.5,10
634,ITEM_000634,Packaging,197.0,11
635,ITEM_000635,Wafer,202.5,12
636,ITEM_000636,Chemical,208.0,13
637,ITEM_000637,Gas,213.5,14
638,ITEM_000638,Equipment,219.0,15
639,ITEM_000639,Packaging,224.5,16
640,ITEM_000640,Wafer,230.0,17
641,ITEM_000641,Chemical,235.5,18
642,ITEM_000642,Gas,241.0,19
643,ITEM_000643,Equipment,246.5,20
644,ITEM_000644,Packaging,252.0,21
645,ITEM_000645,Wafer,257.5,22
646,ITEM_000646,Chemical,263.0,23
647,ITEM_000647,Gas,268.5,24
648,ITEM_000648,Equipment,274.0,25
649,ITEM_000649,Packaging,279.5,26
650,ITEM_000650,Wafer,285.0,27
651,ITEM_000651,Chemical,290.5,28
652,ITEM_000652,Gas,296.0,29
653,ITEM_000653,Equipment,301.5,30
654,ITEM_000654,Packaging,307.0,31
655,ITEM_000655,Wafer,312.5,32
656,ITEM_000656,Chemical,318.0,33
657,ITEM_000657,Gas,323.5,34
658,ITEM_000658,Equipment,329.0,35
659,ITEM_000659,Packaging,334.5,36
660,ITEM_000660,Wafer,340.0,7
661,ITEM_000661,Chemical,345.5,8
662,ITEM_000662,Gas,351.0,9
663,ITEM_000663,Equipment,356.5,10
664,ITEM_000664,Packaging,362.0,11
665,ITEM_000665,Wafer,367.5,12
666,ITEM_000666,Chemical,373.0,13
667,ITEM_000667,Gas,378.5,14
668,ITEM_000668,Equipment,384.0,15
669,ITEM_000669,Packaging,389.5,16
670,ITEM_000670,Wafer,395.0,17
